serial_number,monthly_income,employment_status,existing_loans,credit_score,loan_purpose,loan_amount_requested,debt_to_income_ratio,repayment_history,defaulted
5482,76570,Unemployed,4,702,Home Improvement,3941724,0.0859091451287921,Poor,0
5483,192560,Unemployed,6,333,Debt Consolidation,3028313,0.119682609544216,Fair,1
5484,166177,Self-employed,5,341,Business,53695,0.4009098917930224,Good,0
5485,188503,Student,3,513,Home Improvement,965884,0.58,Good,1
5486,76874,Retired,3,396,Debt Consolidation,604202,0.2868840355299164,Poor,1
5487,92141,Unemployed,2,589,Education,1709451,0.3842281318157003,Fair,0
5488,36734,Student,0,513,Business,698851,0.1522322117955113,Good,0
5489,183534,Retired,3,616,Medical,3419958,0.3994515847901196,Poor,0
5490,37973,Retired,6,561,Education,1350113,0.4496819949011846,Good,1
5491,176442,Unemployed,3,652,Debt Consolidation,2658476,0.7670951192779546,Fair,1
5492,169946,Unemployed,9,371,Education,3581514,0.35,Good,1
5493,59804,Self-employed,7,731,Medical,3624211,0.5272217365869427,Fair,1
5494,162401,Student,1,466,Education,148690,0.6846250075585378,Good,1
5495,160043,Student,3,544,Debt Consolidation,50559,0.5907633773884038,Good,1
5496,74102,Unemployed,3,617,Medical,5202198,0.2860369825167609,Poor,1
5497,111564,Retired,4,649,Medical,493191,0.68498346466266,Good,0
5498,128587,Unemployed,8,707,Education,4460867,0.6427397769725971,Fair,0
5499,31740,Retired,3,676,Medical,4276613,0.0798306885515536,Poor,1
5500,181533,Retired,4,588,Travel,1794060,0.5112706861897062,Fair,1
5501,93197,Unemployed,2,731,Education,833377,0.369687840440861,Fair,0
5502,150208,Employed,10,726,Business,1524523,0.1368943845152235,Poor,0
5503,140811,Student,2,739,Medical,1434833,0.376780090937374,Fair,0
5504,45611,Retired,1,450,Education,896055,0.7027855713019996,Good,1
5505,152741,Retired,9,422,Business,3324312,0.718774177683879,Poor,0
5506,104081,Employed,5,824,Medical,3114514,0.78,Good,1
5507,125806,Self-employed,6,843,Business,2819397,0.2061293600378773,Good,1
5508,170750,Employed,4,564,Car Loan,2236587,0.1076964636026692,Fair,1
5509,29878,Employed,7,788,Medical,3882532,0.4171897918625116,Fair,0
5510,39438,Retired,7,715,Car Loan,1360804,0.063124606356419,Good,0
5511,21821,Student,2,365,Debt Consolidation,4098153,0.748549778060869,Poor,1
5512,182214,Employed,8,622,Debt Consolidation,3550516,0.18,Good,0
5513,33963,Self-employed,7,800,Education,311907,0.3168530734561124,Good,0
5514,127225,Unemployed,5,472,Home Improvement,1875725,0.2942001348925956,Fair,1
5515,50081,Employed,9,734,Car Loan,526005,0.69,Fair,1
5516,75435,Employed,5,304,Car Loan,4339524,0.2395113037994707,Good,1
5517,41921,Self-employed,6,773,Debt Consolidation,754695,0.519679811679294,Good,1
5518,123093,Student,3,438,Car Loan,1802318,0.4137949108912452,Fair,0
5519,136585,Employed,6,826,Home Improvement,3255754,0.79,Good,0
5520,160188,Employed,4,651,Business,3374171,0.3018569455672192,Fair,0
5521,46401,Student,8,744,Business,4137027,0.49,Good,0
5522,19331,Self-employed,8,387,Home Improvement,4543292,0.7855328403859501,Poor,1
5523,61887,Employed,4,626,Car Loan,3152036,0.0703233523160181,Poor,1
5524,72429,Student,2,511,Car Loan,639302,0.2861900687048592,Good,0
5525,56707,Employed,0,604,Car Loan,3821969,0.1856989734800166,Fair,1
5526,123812,Unemployed,2,382,Travel,763109,0.5089874438505247,Good,0
5527,47032,Retired,0,535,Education,544687,0.4769189394593517,Good,0
5528,139314,Unemployed,3,469,Medical,88765,0.4873986436642986,Fair,1
5529,151385,Employed,4,656,Home Improvement,1023007,0.33,Good,1
5530,41842,Self-employed,7,767,Home Improvement,913498,0.2045670559550624,Fair,0
5531,53544,Retired,8,418,Travel,2280963,0.3727475541262224,Good,1
5532,106012,Unemployed,7,589,Home Improvement,1554057,0.359536555783695,Fair,0
5533,81034,Student,3,738,Home Improvement,1674974,0.3152281536382171,Good,1
5534,97428,Self-employed,6,355,Travel,4180398,0.46,Poor,1
5535,60097,Unemployed,8,576,Home Improvement,4576291,0.5439840911550697,Fair,0
5536,104646,Student,2,729,Car Loan,3711885,0.7039712401882495,Poor,1
5537,83465,Employed,6,422,Travel,3198234,0.465376614308486,Fair,1
5538,34341,Student,6,753,Education,2023068,0.1185471438718359,Fair,1
5539,71276,Unemployed,1,563,Debt Consolidation,3251043,0.07,Fair,0
5540,194291,Unemployed,7,550,Car Loan,1569093,0.2208797226234813,Fair,0
5541,115017,Employed,0,475,Car Loan,1821330,0.3641428210068156,Good,1
5542,72987,Student,2,832,Medical,2819727,0.707877275210306,Good,0
5543,119706,Student,7,720,Travel,506673,0.1820975671850928,Fair,1
5544,15845,Employed,4,806,Debt Consolidation,1512540,0.7887924230343453,Good,0
5545,178507,Student,0,423,Home Improvement,4512844,0.6961553072669536,Fair,1
5546,62254,Employed,2,536,Debt Consolidation,808574,0.31,Fair,1
5547,88874,Self-employed,8,612,Education,3894066,0.8143031093253553,Poor,0
5548,17842,Unemployed,7,419,Business,187845,0.5314588100671028,Fair,1
5549,126125,Self-employed,5,437,Car Loan,4520493,0.6347564807179513,Fair,1
5550,98806,Retired,2,387,Travel,4577049,0.7941844162008692,Good,1
5551,94554,Retired,7,728,Travel,2613248,0.5383450177543246,Fair,0
5552,54904,Retired,0,683,Debt Consolidation,3590230,0.5718703542077288,Fair,0
5553,36067,Employed,0,529,Medical,3690849,0.17,Poor,1
5554,176077,Student,8,605,Education,4501988,0.63,Good,0
5555,156536,Self-employed,5,579,Business,85610,0.777866014589415,Good,1
5556,166304,Self-employed,1,332,Education,1947053,0.7412524316526935,Poor,0
5557,108509,Self-employed,7,357,Travel,2879848,0.1864861110471933,Fair,0
5558,161791,Self-employed,7,485,Home Improvement,2958339,0.5929261365760822,Poor,1
5559,63781,Retired,6,689,Business,3094283,0.45,Good,1
5560,67782,Self-employed,5,795,Travel,4829788,0.8058909198491693,Poor,0
5561,138102,Student,7,580,Medical,2544096,0.2492102168627621,Good,1
5562,151930,Retired,4,381,Business,3877688,0.7052189550489746,Poor,0
5563,20867,Self-employed,7,648,Travel,120072,0.45,Fair,1
5564,89068,Employed,7,425,Medical,1221875,0.7142638339593587,Fair,1
5565,26980,Unemployed,8,457,Home Improvement,1027164,0.3057433450419944,Good,1
5566,135219,Unemployed,7,711,Medical,192561,0.303624693667097,Poor,1
5567,66462,Unemployed,1,850,Education,4174272,0.3567639159968027,Good,1
5568,80662,Retired,7,315,Debt Consolidation,4321063,0.1148546447465555,Fair,1
5569,148798,Self-employed,8,368,Education,4328268,0.3271539260718258,Good,1
5570,67245,Retired,3,553,Travel,4496357,0.1851060589499299,Fair,0
5571,86804,Student,7,623,Travel,2720143,0.5333290244636202,Good,0
5572,199480,Employed,1,387,Car Loan,1211365,0.224807184179481,Poor,1
5573,27232,Employed,3,668,Education,607461,0.5199584221376469,Fair,0
5574,28984,Unemployed,9,696,Business,2987425,0.0610093399663014,Good,1
5575,43567,Unemployed,0,597,Home Improvement,4290259,0.3421006649372919,Fair,1
5576,168994,Unemployed,4,826,Car Loan,2606923,0.460923153738203,Poor,1
5577,91077,Self-employed,2,782,Car Loan,865877,0.37,Fair,0
5578,179388,Student,1,707,Car Loan,1227835,0.1919760179030895,Poor,0
5579,68602,Student,7,306,Travel,3571972,0.1746933697317874,Fair,0
5580,83325,Student,2,338,Debt Consolidation,3523833,0.699978161755455,Poor,1
5581,36563,Student,4,639,Medical,3569351,0.2,Fair,1
5582,172529,Unemployed,5,689,Business,3233618,0.241255554591211,Poor,1
5583,80857,Employed,8,813,Travel,3931846,0.6859958554897874,Good,1
5584,211670,Unemployed,4,370,Home Improvement,3347242,0.5286239560896153,Good,1
5585,186934,Student,7,376,Travel,1753730,0.6948577222691407,Fair,1
5586,110875,Unemployed,1,623,Debt Consolidation,4172475,0.5268973466817455,Poor,1
5587,20295,Student,8,488,Travel,3753648,0.3,Good,0
5588,146668,Retired,6,833,Travel,4674193,0.179754566238782,Fair,0
5589,157502,Employed,4,744,Education,539897,0.5530534210893406,Good,1
5590,69659,Retired,9,785,Home Improvement,5035404,0.0633610005672848,Poor,1
5591,112799,Self-employed,4,408,Car Loan,93357,0.21,Fair,1
5592,137984,Unemployed,9,797,Home Improvement,3331011,0.14,Poor,0
5593,144299,Self-employed,0,850,Home Improvement,4398554,0.6114880797794394,Poor,0
5594,19194,Unemployed,6,745,Education,4345890,0.6735820185991851,Poor,1
5595,47383,Retired,10,654,Medical,3569284,0.6172214591894966,Good,1
5596,141235,Student,5,487,Travel,4348046,0.2658896350649002,Fair,1
5597,57398,Student,1,560,Business,1597736,0.665543532533964,Poor,0
5598,40388,Unemployed,4,821,Car Loan,2520744,0.7030352509149478,Good,1
5599,120132,Student,5,721,Medical,4002451,0.1952995121323061,Poor,1
5600,73310,Retired,5,407,Debt Consolidation,1075607,0.4822718578347568,Good,1
5601,118243,Student,7,387,Travel,4763378,0.1313889830926702,Fair,1
5602,168267,Retired,3,473,Car Loan,4027136,0.24,Fair,0
5603,145271,Self-employed,5,575,Business,2479637,0.1286259365550256,Fair,0
5604,98411,Retired,4,431,Travel,4390552,0.5764398337885017,Fair,1
5605,21266,Employed,5,516,Debt Consolidation,2647394,0.3098049302387636,Poor,1
5606,144876,Employed,5,698,Education,1067146,0.5270960446951585,Good,1
5607,100487,Employed,1,361,Medical,264054,0.0472085152198904,Fair,0
5608,35611,Unemployed,7,751,Travel,2045753,0.11,Poor,1
5609,84724,Unemployed,6,810,Car Loan,2077077,0.64,Fair,0
5610,113929,Unemployed,0,519,Home Improvement,3911642,0.7755244274476184,Fair,0
5611,127215,Retired,1,378,Business,384164,0.3611232614583833,Fair,0
5612,156994,Unemployed,9,628,Travel,4206376,0.13,Good,1
5613,128145,Self-employed,4,815,Car Loan,609367,0.3324649674619362,Good,0
5614,85799,Employed,9,580,Home Improvement,2098080,0.41,Good,0
5615,127952,Retired,0,300,Car Loan,3747997,0.1800386586284809,Fair,0
5616,123385,Employed,3,636,Travel,1614453,0.5101625247286609,Poor,1
5617,133056,Unemployed,8,727,Debt Consolidation,3516476,0.2312225480837584,Poor,1
5618,94878,Retired,3,355,Home Improvement,4221449,0.65,Poor,0
5619,194719,Student,5,402,Home Improvement,3015472,0.5638544986240691,Fair,1
5620,67050,Self-employed,1,362,Car Loan,820829,0.5871722924657367,Good,1
5621,181789,Unemployed,0,478,Education,4989800,0.3700351091619965,Poor,0
5622,103151,Unemployed,0,493,Travel,1807725,0.77,Fair,1
5623,176341,Self-employed,1,689,Education,3624677,0.7010146194986578,Fair,1
5624,104709,Self-employed,0,792,Medical,3512842,0.2111064466916429,Poor,1
5625,145544,Student,9,381,Debt Consolidation,1677013,0.46,Poor,0
5626,31835,Unemployed,4,410,Education,3139762,0.7071846101572982,Fair,1
5627,50345,Unemployed,8,783,Car Loan,2085228,0.459247064651501,Poor,0
5628,190157,Employed,9,850,Travel,3587544,0.4223665560995842,Fair,0
5629,57987,Retired,7,675,Education,964507,0.3622787205093702,Poor,1
5630,63069,Retired,5,706,Medical,4859578,0.8023468094362097,Good,0
5631,188331,Employed,6,440,Business,4197787,0.602017463385071,Fair,0
5632,86253,Retired,4,324,Medical,4516642,0.7373031445695345,Good,0
5633,57814,Self-employed,8,551,Home Improvement,4466100,0.53,Poor,0
5634,132116,Retired,3,359,Travel,3398288,0.67,Fair,0
5635,182516,Retired,8,320,Home Improvement,1932712,0.61,Poor,0
5636,39998,Employed,6,841,Education,2481861,0.0835184952264461,Fair,1
5637,147624,Student,8,777,Education,4193965,0.07,Poor,1
5638,52019,Retired,3,545,Medical,1385785,0.67,Good,0
5639,30385,Retired,3,796,Medical,325925,0.1,Good,1
5640,35793,Student,1,422,Car Loan,2282091,0.2642254737739549,Poor,1
5641,28224,Employed,8,388,Debt Consolidation,4923200,0.46,Good,1
5642,50530,Student,4,590,Car Loan,4520209,0.5073442137997499,Good,0
5643,100949,Employed,1,508,Home Improvement,1876108,0.7953601667916295,Poor,1
5644,170040,Self-employed,1,391,Car Loan,1321340,0.2420683424680616,Fair,1
5645,144814,Employed,6,465,Medical,4481795,0.150575824968026,Poor,0
5646,144793,Self-employed,0,374,Travel,1245946,0.4202663056621556,Fair,1
5647,118515,Self-employed,7,692,Car Loan,519743,0.1885076200399616,Good,1
5648,128393,Employed,4,578,Business,4812198,0.3899526829077084,Good,1
5649,71958,Unemployed,4,796,Debt Consolidation,1805996,0.47,Good,1
5650,161848,Employed,3,678,Medical,3454361,0.0496068149564815,Good,1
5651,27748,Retired,2,844,Travel,2643446,0.43,Good,1
5652,86386,Retired,9,668,Education,1971157,0.31,Fair,0
5653,133365,Unemployed,3,539,Car Loan,4013623,0.4213004575043982,Fair,1
5654,85946,Self-employed,9,744,Medical,4539144,0.0896533263840546,Fair,1
5655,191037,Unemployed,5,414,Education,3089070,0.6,Poor,1
5656,187354,Retired,8,505,Education,1685166,0.3234722241856614,Good,0
5657,96721,Unemployed,0,532,Home Improvement,1899726,0.7559679714756278,Good,1
5658,147396,Employed,9,768,Home Improvement,2334400,0.06,Good,1
5659,95208,Unemployed,4,468,Travel,4910628,0.8110508297208504,Poor,0
5660,134876,Self-employed,3,733,Medical,1682243,0.521901066894772,Poor,1
5661,15718,Employed,3,395,Travel,2256308,0.2330351210274026,Poor,1
5662,47520,Student,2,475,Medical,3796839,0.3234035664839906,Good,0
5663,168119,Retired,7,570,Business,2121581,0.2166354601386609,Fair,0
5664,148039,Retired,1,587,Debt Consolidation,3641787,0.2084877961870462,Poor,1
5665,129448,Unemployed,8,802,Debt Consolidation,879485,0.2138641475329067,Poor,0
5666,87055,Employed,6,663,Medical,2628448,0.1344396984034434,Fair,1
5667,170556,Student,4,850,Home Improvement,1116606,0.1354107520327974,Poor,1
5668,57666,Employed,1,544,Car Loan,2946964,0.4705072469372344,Fair,0
5669,65957,Retired,5,594,Travel,221223,0.2216328083462906,Good,1
5670,104830,Employed,1,467,Business,2138995,0.7834513170748416,Fair,1
5671,134640,Student,6,850,Debt Consolidation,1919627,0.574454211122639,Fair,0
5672,25125,Unemployed,4,737,Medical,98874,0.2872146062908077,Good,1
5673,19992,Self-employed,4,463,Home Improvement,4478412,0.0715128626890904,Poor,1
5674,18769,Employed,3,450,Home Improvement,3844297,0.3362169628575581,Good,1
5675,58619,Self-employed,0,435,Home Improvement,3140370,0.34,Poor,1
5676,182723,Retired,7,567,Travel,4218500,0.2613966322717703,Poor,0
5677,149348,Unemployed,8,374,Car Loan,832529,0.2179948474482549,Fair,0
5678,83836,Unemployed,1,583,Education,1061664,0.0839512639488308,Good,0
5679,112715,Employed,2,320,Travel,3193302,0.1174943452436646,Fair,0
5680,99722,Unemployed,2,569,Car Loan,3948145,0.5185164180958937,Good,1
5681,123334,Employed,7,459,Home Improvement,3836053,0.5576330120789613,Good,1
5682,178684,Employed,8,649,Medical,4620478,0.5268893263573713,Fair,0
5683,200334,Self-employed,0,349,Business,1650106,0.7839365106259165,Poor,1
5684,183129,Unemployed,2,580,Car Loan,966351,0.405483339148967,Poor,1
5685,99318,Employed,10,555,Medical,221949,0.5601815128518651,Good,0
5686,37293,Self-employed,3,509,Travel,3866802,0.2675274239930683,Poor,0
5687,166243,Student,3,342,Travel,2004875,0.7045308285027762,Fair,0
5688,45676,Self-employed,0,741,Home Improvement,3096105,0.61,Fair,0
5689,131117,Self-employed,7,592,Business,3885238,0.1619926333971912,Fair,0
5690,111761,Employed,9,644,Debt Consolidation,1329841,0.5328764738990102,Good,0
5691,138839,Retired,10,625,Debt Consolidation,1841852,0.4433536517949035,Good,1
5692,44256,Retired,1,443,Travel,845861,0.6915831673894473,Poor,1
5693,183020,Retired,4,353,Medical,3524687,0.5644567209955863,Fair,1
5694,119968,Self-employed,3,396,Business,1136024,0.2260750524100223,Fair,0
5695,79459,Employed,2,424,Medical,754858,0.6794264509696,Good,1
5696,185522,Unemployed,8,373,Business,1658102,0.0847640702373448,Good,1
5697,62628,Self-employed,2,492,Business,827565,0.3048738995800369,Good,1
5698,20722,Self-employed,8,646,Travel,628990,0.26,Fair,1
5699,167026,Employed,7,624,Medical,3330310,0.8,Fair,0
5700,39038,Student,6,849,Travel,971741,0.2153607848078418,Poor,0
5701,44461,Self-employed,0,719,Business,66310,0.5360356143898682,Fair,0
5702,121326,Student,3,404,Car Loan,1089664,0.2407650843503918,Poor,0
5703,71985,Student,0,714,Home Improvement,83934,0.17,Poor,0
5704,102328,Retired,8,332,Business,1225527,0.5416182688469162,Fair,1
5705,163016,Employed,4,430,Car Loan,3519839,0.4728103358229241,Poor,1
5706,108603,Student,4,408,Business,4129728,0.5944203069071246,Poor,1
5707,22487,Employed,3,322,Car Loan,3148586,0.0666404978651802,Good,0
5708,160693,Retired,5,383,Medical,1631363,0.5,Fair,1
5709,95384,Employed,2,515,Debt Consolidation,3508043,0.4311324053576821,Poor,0
5710,32118,Self-employed,0,445,Education,4501997,0.4991168858672146,Poor,1
5711,120447,Student,7,613,Business,3664045,0.7881602844173391,Poor,1
5712,77806,Employed,9,664,Education,1971070,0.2205401276350579,Fair,0
5713,192648,Unemployed,2,655,Business,1360503,0.16,Good,1
5714,32297,Employed,5,679,Medical,2546158,0.2,Good,1
5715,89744,Student,7,626,Medical,2765743,0.49,Fair,0
5716,79310,Retired,9,407,Car Loan,4868080,0.3404252426255854,Fair,0
5717,65931,Retired,9,829,Business,2224289,0.230389836043027,Fair,0
5718,38850,Student,6,490,Medical,2811680,0.355020883281034,Fair,0
5719,35463,Self-employed,0,691,Medical,566765,0.6721262221743877,Good,1
5720,174255,Self-employed,7,314,Business,567514,0.636460214958553,Poor,0
5721,44332,Retired,7,743,Car Loan,1794478,0.31,Poor,0
5722,44976,Retired,7,462,Car Loan,2715160,0.1607261381669496,Fair,0
5723,165603,Student,3,632,Car Loan,2748214,0.4330750371849303,Fair,0
5724,193589,Self-employed,5,415,Car Loan,4690372,0.06,Poor,0
5725,86282,Retired,5,825,Debt Consolidation,599826,0.1878708992427305,Good,0
5726,176015,Self-employed,8,325,Business,4071927,0.4,Fair,1
5727,128880,Retired,0,500,Travel,2310696,0.11,Fair,1
5728,198106,Employed,2,491,Debt Consolidation,1564649,0.2808102019642557,Good,1
5729,53439,Unemployed,8,777,Medical,2398077,0.508965850599444,Good,1
5730,30498,Employed,1,429,Debt Consolidation,2680142,0.7551703415598502,Good,1
5731,170745,Retired,2,773,Travel,2981510,0.6599331055334677,Fair,1
5732,93123,Unemployed,1,570,Travel,4042584,0.7922904362200753,Good,1
5733,66372,Unemployed,6,638,Travel,1590231,0.4486285665818232,Fair,0
5734,180634,Retired,7,390,Car Loan,1710323,0.7841765269523964,Fair,1
5735,45209,Retired,5,512,Medical,4390979,0.3709488954979985,Good,0
5736,78673,Self-employed,7,365,Debt Consolidation,2595022,0.6887886585050272,Poor,0
5737,100469,Retired,1,661,Debt Consolidation,1916952,0.5916625869431261,Good,0
5738,48551,Student,8,850,Business,1959934,0.670845257765511,Poor,0
5739,120849,Retired,3,850,Debt Consolidation,1471857,0.75631683070768,Good,0
5740,118617,Student,3,558,Medical,2253213,0.584721067365673,Good,1
5741,52925,Retired,0,547,Car Loan,1752203,0.0864224601819506,Fair,0
5742,41760,Self-employed,0,630,Business,4506704,0.3250910984384281,Fair,1
5743,161025,Student,8,696,Debt Consolidation,767365,0.2195670901583385,Fair,0
5744,156236,Employed,8,321,Business,591528,0.5966949543819616,Fair,0
5745,125879,Student,8,317,Education,656306,0.2387787616144615,Fair,0
